dataset,reader,query_id,hop_count,question_type,single_candidate_count,composed_candidate_count,baseline_answer_f1,best_single_delta_answer,best_composed_delta_answer,strict_synergy_answer,composition_only_positive_answer,best_single_id_answer,best_composed_id_answer,best_composed_depth_answer,synergistic_answer_eps_0p0,synergistic_answer_eps_0p01,synergistic_answer_eps_0p02,baseline_sp_f1,best_single_delta_sp,best_composed_delta_sp,strict_synergy_sp,composition_only_positive_sp,best_single_id_sp,best_composed_id_sp,best_composed_depth_sp,synergistic_sp_eps_0p0,synergistic_sp_eps_0p01,synergistic_sp_eps_0p02,baseline_joint_f1,best_single_delta_joint,best_composed_delta_joint,strict_synergy_joint,composition_only_positive_joint,best_single_id_joint,best_composed_id_joint,best_composed_depth_joint,synergistic_joint_eps_0p0,synergistic_joint_eps_0p01,synergistic_joint_eps_0p02
hotpotqa_v15_exploratory,unifiedqa,5ab9b14c5542996be202058d,unknown,unknown,2,13,1.0,0.0,0.0,0.0,0,beam_repair:de632d8fc24b8edf,beam_repair:ff64896e5131cb77,2,0,0,0,0.5714285714285715,0.0,0.0,0.0,0,beam_repair:de632d8fc24b8edf,beam_repair:ff64896e5131cb77,2,0,0,0,0.5714285714285715,0.0,0.0,0.0,0,beam_repair:de632d8fc24b8edf,beam_repair:ff64896e5131cb77,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ab9fb4c55429901930fa75f,unknown,unknown,1,14,0.8571428571428571,0.0,0.0,0.0,0,beam_repair:269e436fa1604c9a,beam_repair:f818aa55537558e6,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:269e436fa1604c9a,beam_repair:f818aa55537558e6,3,0,0,0,0.8571428571428571,0.0,0.0,0.0,0,beam_repair:269e436fa1604c9a,beam_repair:f818aa55537558e6,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ab9fdc755429939ce03dc3f,unknown,unknown,2,13,0.0,0.0,0.0,0.0,0,beam_repair:eb335112d4281d6b,beam_repair:d22aff0949343507,3,0,0,0,0.3333333333333333,-0.04761904761904756,0.0,0.04761904761904756,0,beam_repair:eb335112d4281d6b,beam_repair:c54245b5a31dd34c,3,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:eb335112d4281d6b,beam_repair:d22aff0949343507,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5abfb1045542990832d3a1a5,unknown,unknown,1,14,0.0,0.0,0.0,0.0,0,beam_repair:8c35c73f7a6e4b8e,beam_repair:f3f7efa46bc44a78,3,0,0,0,0.28571428571428575,0.0,0.04761904761904756,0.04761904761904756,1,beam_repair:8c35c73f7a6e4b8e,beam_repair:f3f7efa46bc44a78,3,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:8c35c73f7a6e4b8e,beam_repair:f3f7efa46bc44a78,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ac2aa7d55429967731025ea,unknown,unknown,2,13,0.0,0.0,0.0,0.0,0,beam_repair:f8e13c7697db33e9,beam_repair:e87fd34cab47bb3c,2,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:f8e13c7697db33e9,beam_repair:e87fd34cab47bb3c,2,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:f8e13c7697db33e9,beam_repair:e87fd34cab47bb3c,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ac2e4be5542996773102649,unknown,unknown,0,10,0.0,0.0,0.0,0.0,0,,beam_repair:c75061bc3b6b9fa0,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:c75061bc3b6b9fa0,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:c75061bc3b6b9fa0,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5adbd0845542996e6852524c,unknown,unknown,1,14,1.0,-0.5,0.0,0.5,0,beam_repair:c78bfabd7ce5633d,beam_repair:552e92f7052c6823,2,1,1,1,0.0,0.0,0.0,0.0,0,beam_repair:c78bfabd7ce5633d,beam_repair:e904cc61e408d742,3,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:c78bfabd7ce5633d,beam_repair:e904cc61e408d742,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5adc7c275542994650320d20,unknown,unknown,0,15,0.0,0.0,0.0,0.0,0,,beam_repair:ef522853a641e26d,3,0,0,0,0.5,0.0,0.0,0.0,0,,beam_repair:ef522853a641e26d,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:ef522853a641e26d,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5adce27d5542992c1e3a245f,unknown,unknown,1,10,1.0,0.0,0.0,0.0,0,beam_repair:6f3e94abbb9a82b0,beam_repair:f665dacc29a5d5f1,2,0,0,0,0.6666666666666666,-0.09523809523809512,0.0,0.09523809523809512,0,beam_repair:6f3e94abbb9a82b0,beam_repair:f665dacc29a5d5f1,2,1,1,1,0.6666666666666666,-0.09523809523809512,0.0,0.09523809523809512,0,beam_repair:6f3e94abbb9a82b0,beam_repair:f665dacc29a5d5f1,2,1,1,1
hotpotqa_v15_exploratory,unifiedqa,5add5b4c5542997545bbbd39,unknown,unknown,6,9,1.0,0.0,0.0,0.0,0,beam_repair:bff05df5e107d87d,beam_repair:e957e62fa627df29,2,0,0,0,0.28571428571428575,0.04761904761904756,0.04761904761904756,0.0,0,beam_repair:a9bd505913e39f2c,beam_repair:e957e62fa627df29,2,0,0,0,0.28571428571428575,0.04761904761904756,0.04761904761904756,0.0,0,beam_repair:a9bd505913e39f2c,beam_repair:e957e62fa627df29,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ade389a5542992fa25da702,unknown,unknown,1,14,0.0,0.0,0.0,0.0,0,beam_repair:e0f338aad3f97d78,beam_repair:fcd8d604aae0595c,3,0,0,0,1.0,0.0,0.0,0.0,0,beam_repair:e0f338aad3f97d78,beam_repair:fcd8d604aae0595c,3,0,0,0,0.0,0.0,0.0,0.0,0,beam_repair:e0f338aad3f97d78,beam_repair:fcd8d604aae0595c,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5adf64525542992d7e9f9331,unknown,unknown,0,15,0.0,0.0,0.0,0.0,0,,beam_repair:ec70c38ac6f863bb,2,0,0,0,0.3333333333333333,0.0,0.16666666666666669,0.16666666666666669,1,,beam_repair:ec70c38ac6f863bb,2,1,1,1,0.0,0.0,0.0,0.0,0,,beam_repair:ec70c38ac6f863bb,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5adfdc1c554299025d62a364,unknown,unknown,0,9,1.0,0.0,0.0,0.0,0,,beam_repair:f0f70de676c230c2,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,,beam_repair:f0f70de676c230c2,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,,beam_repair:f0f70de676c230c2,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ae2084a5542997283cd233b,unknown,unknown,0,15,0.8571428571428571,0.0,0.0,0.0,0,,beam_repair:f356e90ac2058f55,3,0,0,0,0.28571428571428575,0.0,0.28571428571428575,0.28571428571428575,1,,beam_repair:b2331bab7c156986,3,1,1,1,0.26086956521739135,0.0,0.16770186335403725,0.16770186335403725,1,,beam_repair:a1c4b9c183dffbd8,3,1,1,1
hotpotqa_v15_exploratory,unifiedqa,5ae3cf265542992f92d82376,unknown,unknown,0,10,0.0,0.0,0.0,0.0,0,,beam_repair:f1fa421b805b9d00,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:f1fa421b805b9d00,3,0,0,0,0.0,0.0,0.0,0.0,0,,beam_repair:f1fa421b805b9d00,3,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ae40ca455429970de88d8ba,unknown,unknown,3,12,1.0,0.0,0.0,0.0,0,beam_repair:446e1215a1ebb0a2,beam_repair:e24899b1e3011f51,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:446e1215a1ebb0a2,beam_repair:e24899b1e3011f51,2,0,0,0,0.5,0.0,0.0,0.0,0,beam_repair:446e1215a1ebb0a2,beam_repair:e24899b1e3011f51,2,0,0,0
hotpotqa_v15_exploratory,unifiedqa,5ae76c0755429952e35ea90f,unknown,unknown,6,9,1.0,0.0,0.0,0.0,0,beam_repair:e6b3871be4a18ed5,beam_repair:e6a481c4132b1eca,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,beam_repair:e6b3871be4a18ed5,beam_repair:e6a481c4132b1eca,3,0,0,0,0.3333333333333333,0.0,0.0,0.0,0,beam_repair:e6b3871be4a18ed5,beam_repair:e6a481c4132b1eca,3,0,0,0
